objectID,dimensionType,dimension,unitName
17750,width,30.3,centimeters
17750,height,22.9,centimeters
17751,width,22.7,centimeters
17751,height,29.0,centimeters
17752,width,2.2,centimeters
17752,height,29.2,centimeters
17753,width,22.8,centimeters
17753,height,27.9,centimeters
17754,width,30.2,centimeters
17754,height,24.5,centimeters
17755,width,30.1,centimeters
17755,height,22.7,centimeters
17756,width,22.9,centimeters
17756,height,29.9,centimeters
17757,width,33.4,centimeters
17757,height,29.0,centimeters
17758,width,35.5,centimeters
17758,height,27.8,centimeters
17759,width,30.3,centimeters
17759,height,22.6,centimeters
17760,width,35.4,centimeters
17760,height,35.5,centimeters
17761,width,30.3,centimeters
17761,height,22.7,centimeters
17762,width,30.3,centimeters
17762,height,22.9,centimeters
17763,width,23.0,centimeters
17763,height,29.2,centimeters
17765,width,24.5,centimeters
17765,height,35.4,centimeters
17766,width,24.6,centimeters
17766,height,34.3,centimeters
17767,width,22.7,centimeters
17767,height,28.0,centimeters
17768,width,30.5,centimeters
17768,height,22.9,centimeters
17769,width,22.9,centimeters
17769,height,29.8,centimeters
17770,width,22.7,centimeters
17770,height,30.3,centimeters
20668,width,22.2,centimeters
20668,height,29.3,centimeters
17771,width,37.2,centimeters
17771,height,29.9,centimeters
17772,width,29.6,centimeters
17772,height,23.0,centimeters
17773,width,36.6,centimeters
17773,height,26.2,centimeters
17774,width,30.3,centimeters
17774,height,25.5,centimeters
17775,width,40.3,centimeters
17775,height,32.2,centimeters
17776,width,28.9,centimeters
17776,height,22.7,centimeters
17777,width,33.2,centimeters
17777,height,28.7,centimeters
17778,width,25.3,centimeters
17778,height,38.1,centimeters
17779,width,35.5,centimeters
17779,height,29.2,centimeters
17780,width,26.6,centimeters
17780,height,35.9,centimeters
17781,width,34.3,centimeters
17781,height,24.9,centimeters
20327,width,32.0,centimeters
20327,height,47.7,centimeters
17782,width,27.8,centimeters
17782,height,29.5,centimeters
17783,width,22.9,centimeters
17783,height,29.3,centimeters
17784,width,28.7,centimeters
17784,height,21.8,centimeters
17785,width,21.1,centimeters
17785,height,27.9,centimeters
17786,width,28.9,centimeters
17786,height,22.0,centimeters
17787,width,24.4,centimeters
17787,height,35.7,centimeters
17788,width,28.0,centimeters
17788,height,23.1,centimeters
17789,width,35.4,centimeters
17789,height,27.9,centimeters
17790,width,30.6,centimeters
17790,height,22.7,centimeters
17791,width,34.4,centimeters
17791,height,64.7,centimeters
17792,width,57.6,centimeters
17792,height,36.7,centimeters
17793,width,45.7,centimeters
17793,height,55.7,centimeters
17794,width,55.4,centimeters
17794,height,45.7,centimeters
17795,width,51.3,centimeters
17795,height,40.5,centimeters
17796,width,36.8,centimeters
17796,height,55.0,centimeters
17797,width,40.1,centimeters
17797,height,50.3,centimeters
17798,width,49.4,centimeters
17798,height,35.0,centimeters
17799,width,45.7,centimeters
17799,height,35.7,centimeters
17800,width,57.2,centimeters
17800,height,44.1,centimeters
17801,width,46.5,centimeters
17801,height,36.1,centimeters
17802,width,47.4,centimeters
17802,height,54.2,centimeters
17803,width,55.9,centimeters
17803,height,40.8,centimeters
17804,width,55.3,centimeters
17804,height,44.8,centimeters
17805,width,55.4,centimeters
17805,height,45.6,centimeters
17806,width,45.2,centimeters
17806,height,36.7,centimeters
17807,width,58.0,centimeters
17807,height,44.5,centimeters
17808,width,58.3,centimeters
17808,height,41.6,centimeters
17809,width,57.9,centimeters
17809,height,45.0,centimeters
17810,width,45.5,centimeters
17810,height,36.0,centimeters
17811,width,35.3,centimeters
17811,height,45.6,centimeters
17812,width,43.4,centimeters
17812,height,54.8,centimeters
17813,width,56.6,centimeters
17813,height,45.7,centimeters
17814,width,56.4,centimeters
17814,height,36.9,centimeters
17815,width,38.1,centimeters
17815,height,55.1,centimeters
17816,width,40.5,centimeters
17816,height,48.0,centimeters
17817,width,27.8,centimeters
17817,height,30.4,centimeters
17819,width,29.5,centimeters
17819,height,22.7,centimeters
17820,width,30.3,centimeters
17820,height,22.9,centimeters
17821,width,22.5,centimeters
17821,height,29.0,centimeters
17822,width,27.5,centimeters
17822,height,20.7,centimeters
17823,width,22.8,centimeters
17823,height,30.5,centimeters
17824,width,35.5,centimeters
17824,height,29.3,centimeters
17825,width,30.6,centimeters
17825,height,22.9,centimeters
17826,width,27.0,centimeters
17826,height,21.7,centimeters
17827,width,23.2,centimeters
17827,height,31.0,centimeters
17828,width,22.7,centimeters
17828,height,27.4,centimeters
17829,width,30.6,centimeters
17829,height,22.9,centimeters
17830,width,27.5,centimeters
17830,height,38.4,centimeters
22637,width,25.1,centimeters
22637,height,31.8,centimeters
17831,width,30.8,centimeters
17831,height,25.9,centimeters
17832,width,28.5,centimeters
17832,height,23.0,centimeters
17833,width,24.9,centimeters
17833,height,35.6,centimeters
17834,width,28.2,centimeters
17834,height,22.9,centimeters
17835,width,30.5,centimeters
17835,height,22.5,centimeters
17836,width,29.3,centimeters
17836,height,22.9,centimeters
17837,width,29.8,centimeters
17837,height,22.9,centimeters
17838,width,22.2,centimeters
17838,height,27.2,centimeters
17839,width,30.3,centimeters
17839,height,24.9,centimeters
17840,width,30.2,centimeters
17840,height,23.5,centimeters
17841,width,29.1,centimeters
17841,height,22.9,centimeters
17842,width,28.1,centimeters
17842,height,22.9,centimeters
17843,width,26.1,centimeters
17843,height,19.3,centimeters
17844,width,23.0,centimeters
17844,height,29.2,centimeters
17845,width,28.8,centimeters
17845,height,18.1,centimeters
17846,width,29.1,centimeters
17846,height,22.9,centimeters
17847,width,35.2,centimeters
17847,height,25.2,centimeters
17848,width,30.5,centimeters
17848,height,23.4,centimeters
17849,width,29.1,centimeters
17849,height,22.9,centimeters
17850,width,29.3,centimeters
17850,height,22.1,centimeters
17851,width,40.9,centimeters
17851,height,32.5,centimeters
17852,width,22.9,centimeters
17852,height,21.8,centimeters
17853,width,28.6,centimeters
17853,height,23.0,centimeters
17854,width,22.9,centimeters
17854,height,28.2,centimeters
17855,width,29.1,centimeters
17855,height,35.5,centimeters
17856,width,26.8,centimeters
17856,height,20.9,centimeters
17857,width,26.8,centimeters
17857,height,45.7,centimeters
17858,width,20.5,centimeters
17858,height,26.8,centimeters
17859,width,22.7,centimeters
17859,height,29.1,centimeters
17860,width,28.7,centimeters
17860,height,23.1,centimeters
17861,width,30.3,centimeters
17861,height,21.7,centimeters
17862,width,27.9,centimeters
17862,height,21.1,centimeters
17863,width,22.5,centimeters
17863,height,30.3,centimeters
17882,width,27.8,centimeters
17882,height,34.9,centimeters
17864,width,30.5,centimeters
17864,height,23.0,centimeters
17865,width,27.8,centimeters
17865,height,35.5,centimeters
17866,width,29.4,centimeters
17866,height,23.0,centimeters
17867,width,23.0,centimeters
17867,height,30.4,centimeters
17868,width,22.9,centimeters
17868,height,30.6,centimeters
17869,width,22.6,centimeters
17869,height,29.1,centimeters
17870,width,29.8,centimeters
17870,height,23.2,centimeters
17871,width,25.2,centimeters
17871,height,30.5,centimeters
17872,width,27.9,centimeters
17872,height,35.7,centimeters
17873,width,25.7,centimeters
17873,height,32.0,centimeters
17874,width,30.0,centimeters
17874,height,23.3,centimeters
17875,width,29.6,centimeters
17875,height,33.4,centimeters
17876,width,25.6,centimeters
17876,height,20.3,centimeters
17877,width,28.8,centimeters
17877,height,22.7,centimeters
17878,width,29.0,centimeters
17878,height,22.9,centimeters
17879,width,37.7,centimeters
17879,height,29.2,centimeters
17880,width,36.2,centimeters
17880,height,25.3,centimeters
17881,width,45.8,centimeters
17881,height,35.7,centimeters
17883,width,29.0,centimeters
17883,height,23.0,centimeters
17884,width,25.3,centimeters
17884,height,23.0,centimeters
17885,width,22.9,centimeters
17885,height,29.2,centimeters
18219,width,22.8,centimeters
18219,height,30.4,centimeters
17886,width,45.7,centimeters
17886,height,35.5,centimeters
17887,width,30.5,centimeters
17887,height,22.9,centimeters
17888,width,22.7,centimeters
17888,height,27.9,centimeters
17889,width,35.7,centimeters
17889,height,24.6,centimeters
17890,width,25.4,centimeters
17890,height,38.0,centimeters
17891,width,35.5,centimeters
17891,height,24.6,centimeters
17892,width,37.2,centimeters
17892,height,36.6,centimeters
17893,width,26.8,centimeters
17893,height,35.7,centimeters
17894,width,24.4,centimeters
17894,height,35.2,centimeters
17895,width,22.8,centimeters
17895,height,29.4,centimeters
17896,width,24.5,centimeters
17896,height,35.4,centimeters
17897,width,22.7,centimeters
17897,height,30.5,centimeters
17898,width,27.9,centimeters
17898,height,22.9,centimeters
17899,width,21.9,centimeters
17899,height,27.6,centimeters
17900,width,45.4,centimeters
17900,height,36.4,centimeters
17901,width,45.6,centimeters
17901,height,35.5,centimeters
17902,width,48.1,centimeters
17902,height,32.9,centimeters
17903,width,44.8,centimeters
17903,height,35.5,centimeters
17904,width,45.6,centimeters
17904,height,35.5,centimeters
17905,width,33.2,centimeters
17905,height,38.9,centimeters
17906,width,45.7,centimeters
17906,height,36.0,centimeters
17907,width,50.7,centimeters
17907,height,38.1,centimeters
17908,width,46.7,centimeters
17908,height,40.5,centimeters
17909,width,50.8,centimeters
17909,height,38.3,centimeters
17910,width,45.6,centimeters
17910,height,35.5,centimeters
17911,width,44.0,centimeters
17911,height,52.8,centimeters
17912,width,24.1,centimeters
17912,height,32.3,centimeters
17913,width,22.8,centimeters
17913,height,30.5,centimeters
17914,width,23.3,centimeters
17914,height,28.8,centimeters
17915,width,35.5,centimeters
17915,height,40.6,centimeters
17916,width,37.8,centimeters
17916,height,47.6,centimeters
17917,width,37.6,centimeters
17917,height,28.5,centimeters
17918,width,22.9,centimeters
17918,height,30.5,centimeters
17919,width,40.5,centimeters
17919,height,35.5,centimeters
17920,width,28.1,centimeters
17920,height,23.1,centimeters
17921,width,28.4,centimeters
17921,height,22.9,centimeters
17922,width,21.8,centimeters
17922,height,29.6,centimeters
17923,width,35.5,centimeters
17923,height,26.8,centimeters
17924,width,22.8,centimeters
17924,height,30.6,centimeters
17925,width,22.9,centimeters
17925,height,29.7,centimeters
17926,width,22.9,centimeters
17926,height,30.6,centimeters
17927,width,22.9,centimeters
17927,height,29.0,centimeters
17928,width,23.3,centimeters
17928,height,27.9,centimeters
17929,width,22.7,centimeters
17929,height,29.7,centimeters
17930,width,24.3,centimeters
17930,height,30.3,centimeters
17931,width,22.9,centimeters
17931,height,29.9,centimeters
17932,width,22.7,centimeters
17932,height,29.2,centimeters
17933,width,26.8,centimeters
17933,height,21.9,centimeters
17934,width,25.0,centimeters
17934,height,21.3,centimeters
17935,width,24.7,centimeters
17935,height,30.5,centimeters
17936,width,24.4,centimeters
17936,height,35.3,centimeters
18412,width,24.3,centimeters
18412,height,24.7,centimeters
17937,width,22.4,centimeters
17937,height,28.2,centimeters
17938,width,30.5,centimeters
17938,height,24.6,centimeters
17939,width,45.4,centimeters
17939,height,40.6,centimeters
17940,width,26.5,centimeters
17940,height,36.8,centimeters
17941,width,25.9,centimeters
17941,height,38.7,centimeters
17942,width,24.4,centimeters
17942,height,35.3,centimeters
17943,width,22.9,centimeters
17943,height,30.5,centimeters
17944,width,27.9,centimeters
17944,height,35.5,centimeters
17945,width,29.1,centimeters
17945,height,36.3,centimeters
17946,width,28.9,centimeters
17946,height,36.3,centimeters
17947,width,22.9,centimeters
17947,height,28.3,centimeters
17948,width,26.6,centimeters
17948,height,35.3,centimeters
17949,width,37.9,centimeters
17949,height,27.9,centimeters
17950,width,45.7,centimeters
17950,height,35.5,centimeters
17951,width,27.1,centimeters
17951,height,22.6,centimeters
17952,width,22.6,centimeters
17952,height,30.3,centimeters
17953,width,22.9,centimeters
17953,height,30.6,centimeters
17954,width,2.2,centimeters
17954,height,30.5,centimeters
17955,width,30.4,centimeters
17955,height,22.9,centimeters
17956,width,22.9,centimeters
17956,height,30.6,centimeters
17957,width,22.7,centimeters
17957,height,28.6,centimeters
17958,width,28.1,centimeters
17958,height,22.0,centimeters
17959,width,37.4,centimeters
17959,height,28.7,centimeters
17960,width,45.7,centimeters
17960,height,38.6,centimeters
17961,width,50.4,centimeters
17961,height,33.9,centimeters
21169,width,23.5,centimeters
21169,height,33.6,centimeters
17962,width,23.1,centimeters
17962,height,28.8,centimeters
17963,width,22.7,centimeters
17963,height,28.0,centimeters
17964,width,28.7,centimeters
17964,height,22.9,centimeters
17965,width,22.9,centimeters
17965,height,29.0,centimeters
17966,width,22.8,centimeters
17966,height,23.0,centimeters
17967,width,30.6,centimeters
17967,height,23.0,centimeters
17968,width,22.7,centimeters
17968,height,28.6,centimeters
17969,width,29.0,centimeters
17969,height,22.7,centimeters
17970,width,40.7,centimeters
17970,height,31.0,centimeters
17971,width,28.0,centimeters
17971,height,36.8,centimeters
17972,width,32.8,centimeters
17972,height,41.7,centimeters
17973,width,22.9,centimeters
17973,height,30.3,centimeters
17974,width,35.4,centimeters
17974,height,24.4,centimeters
17975,width,26.7,centimeters
17975,height,35.4,centimeters
17976,width,26.5,centimeters
17976,height,35.4,centimeters
17977,width,29.2,centimeters
17977,height,37.2,centimeters
17978,width,25.6,centimeters
17978,height,38.2,centimeters
17979,width,35.0,centimeters
17979,height,37.8,centimeters
17980,width,22.6,centimeters
17980,height,30.9,centimeters
17981,width,17.1,centimeters
17981,height,23.4,centimeters
17982,width,23.6,centimeters
17982,height,31.3,centimeters
17983,width,22.7,centimeters
17983,height,29.2,centimeters
17984,width,23.0,centimeters
17984,height,29.2,centimeters
17985,width,21.4,centimeters
17985,height,29.1,centimeters
17986,width,21.3,centimeters
17986,height,27.7,centimeters
17987,width,22.9,centimeters
17987,height,28.7,centimeters
17988,width,22.4,centimeters
17988,height,29.0,centimeters
17989,width,22.4,centimeters
17989,height,28.2,centimeters
17990,width,14.5,centimeters
17990,height,25.3,centimeters
18009,width,27.8,centimeters
18009,height,33.1,centimeters
17991,width,22.5,centimeters
17991,height,29.4,centimeters
17992,width,23.0,centimeters
17992,height,29.7,centimeters
17993,width,22.2,centimeters
17993,height,15.3,centimeters
17994,width,22.7,centimeters
17994,height,30.4,centimeters
17995,width,21.2,centimeters
17995,height,28.1,centimeters
17996,width,23.0,centimeters
17996,height,30.3,centimeters
20792,width,22.1,centimeters
20792,height,30.5,centimeters
17997,width,21.7,centimeters
17997,height,28.8,centimeters
17998,width,22.9,centimeters
17998,height,28.2,centimeters
17999,width,21.5,centimeters
17999,height,26.5,centimeters
18000,width,22.9,centimeters
18000,height,29.2,centimeters
18001,width,22.5,centimeters
18001,height,28.9,centimeters
18002,width,22.3,centimeters
18002,height,28.8,centimeters
18003,width,22.6,centimeters
18003,height,28.8,centimeters
18004,width,25.5,centimeters
18004,height,38.1,centimeters
18005,width,30.6,centimeters
18005,height,35.3,centimeters
18006,width,35.2,centimeters
18006,height,52.1,centimeters
18007,width,31.2,centimeters
18007,height,42.4,centimeters
18008,width,36.7,centimeters
18008,height,52.4,centimeters
18010,width,22.9,centimeters
18010,height,30.6,centimeters
18011,width,22.8,centimeters
18011,height,29.7,centimeters
18012,width,43.9,centimeters
18012,height,31.1,centimeters
18013,width,45.7,centimeters
18013,height,36.8,centimeters
18014,width,43.0,centimeters
18014,height,56.1,centimeters
21635,width,23.0,centimeters
21635,height,29.8,centimeters
18015,width,54.7,centimeters
18015,height,44.5,centimeters
18016,width,53.0,centimeters
18016,height,34.1,centimeters
18017,width,58.5,centimeters
18017,height,45.4,centimeters
18018,width,57.7,centimeters
18018,height,50.1,centimeters
18019,width,46.1,centimeters
18019,height,65.0,centimeters
18020,width,46.3,centimeters
18020,height,57.6,centimeters
18021,width,51.9,centimeters
18021,height,45.6,centimeters
18022,width,44.3,centimeters
18022,height,50.5,centimeters
18023,width,35.4,centimeters
18023,height,45.5,centimeters
18024,width,29.2,centimeters
18024,height,22.8,centimeters
18025,width,15.7,centimeters
18025,height,19.4,centimeters
18044,width,35.5,centimeters
18044,height,45.5,centimeters
18026,width,35.3,centimeters
18026,height,45.2,centimeters
18027,width,45.4,centimeters
18027,height,35.5,centimeters
18028,width,45.6,centimeters
18028,height,45.3,centimeters
18029,width,35.5,centimeters
18029,height,45.8,centimeters
18030,width,35.4,centimeters
18030,height,43.8,centimeters
18031,width,35.5,centimeters
18031,height,45.6,centimeters
18032,width,35.5,centimeters
18032,height,45.7,centimeters
18033,width,35.4,centimeters
18033,height,45.8,centimeters
18034,width,35.5,centimeters
18034,height,45.6,centimeters
18035,width,35.5,centimeters
18035,height,45.9,centimeters
18036,width,35.7,centimeters
18036,height,45.6,centimeters
18037,width,34.5,centimeters
18037,height,45.5,centimeters
18038,width,45.6,centimeters
18038,height,35.9,centimeters
18039,width,45.1,centimeters
18039,height,35.5,centimeters
18040,width,45.5,centimeters
18040,height,35.5,centimeters
18041,width,45.1,centimeters
18041,height,35.6,centimeters
18042,width,45.5,centimeters
18042,height,35.5,centimeters
18043,width,24.4,centimeters
18043,height,35.6,centimeters
18045,width,45.7,centimeters
18045,height,35.5,centimeters
18046,width,45.5,centimeters
18046,height,35.7,centimeters
18047,width,35.4,centimeters
18047,height,45.7,centimeters
18048,width,26.5,centimeters
18048,height,35.5,centimeters
18049,width,35.5,centimeters
18049,height,45.8,centimeters
21636,width,22.3,centimeters
21636,height,29.9,centimeters
18050,width,30.5,centimeters
18050,height,22.8,centimeters
18051,width,25.4,centimeters
18051,height,21.1,centimeters
18052,width,29.2,centimeters
18052,height,22.9,centimeters
18053,width,21.8,centimeters
18053,height,29.1,centimeters
18054,width,21.9,centimeters
18054,height,27.9,centimeters
18055,width,26.7,centimeters
18055,height,36.7,centimeters
18056,width,26.1,centimeters
18056,height,36.9,centimeters
18057,width,26.1,centimeters
18057,height,37.5,centimeters
18058,width,35.7,centimeters
18058,height,45.5,centimeters
18059,width,35.3,centimeters
18059,height,45.8,centimeters
18060,width,24.9,centimeters
18060,height,30.5,centimeters
18061,width,35.5,centimeters
18061,height,45.7,centimeters
18062,width,22.7,centimeters
18062,height,30.5,centimeters
18063,width,22.9,centimeters
18063,height,29.8,centimeters
18064,width,27.5,centimeters
18064,height,21.1,centimeters
18065,width,22.7,centimeters
18065,height,29.0,centimeters
18066,width,24.5,centimeters
18066,height,35.3,centimeters
18067,width,26.1,centimeters
18067,height,19.3,centimeters
18068,width,26.2,centimeters
18068,height,35.7,centimeters
18069,width,22.9,centimeters
18069,height,30.3,centimeters
18070,width,23.7,centimeters
18070,height,31.6,centimeters
18071,width,23.2,centimeters
18071,height,28.5,centimeters
18072,width,22.9,centimeters
18072,height,29.9,centimeters
18073,width,24.4,centimeters
18073,height,30.8,centimeters
18074,width,27.4,centimeters
18074,height,21.4,centimeters
18075,width,35.7,centimeters
18075,height,24.4,centimeters
18076,width,31.6,centimeters
18076,height,43.8,centimeters
18077,width,29.2,centimeters
18077,height,22.9,centimeters
18078,width,30.3,centimeters
18078,height,23.0,centimeters
18079,width,29.0,centimeters
18079,height,22.9,centimeters
18080,width,26.4,centimeters
18080,height,20.3,centimeters
18081,width,29.2,centimeters
18081,height,22.9,centimeters
18082,width,45.3,centimeters
18082,height,35.3,centimeters
18083,width,30.5,centimeters
18083,height,23.2,centimeters
18084,width,28.9,centimeters
18084,height,22.2,centimeters
18085,width,28.9,centimeters
18085,height,22.9,centimeters
18086,width,38.5,centimeters
18086,height,50.9,centimeters
18087,width,24.6,centimeters
18087,height,32.3,centimeters
18088,width,23.0,centimeters
18088,height,30.5,centimeters
18089,width,22.8,centimeters
18089,height,30.4,centimeters
18090,width,34.7,centimeters
18090,height,51.5,centimeters
18091,width,43.4,centimeters
18091,height,53.6,centimeters
18092,width,54.7,centimeters
18092,height,45.5,centimeters
18093,width,54.2,centimeters
18093,height,32.9,centimeters
18094,width,38.1,centimeters
18094,height,50.8,centimeters
18095,width,38.3,centimeters
18095,height,51.0,centimeters
18096,width,51.4,centimeters
18096,height,42.0,centimeters
18097,width,45.0,centimeters
18097,height,54.4,centimeters
18098,width,51.9,centimeters
18098,height,44.1,centimeters
18099,width,35.4,centimeters
18099,height,45.6,centimeters
18101,width,40.6,centimeters
18101,height,50.7,centimeters
18102,width,50.6,centimeters
18102,height,40.6,centimeters
18103,width,38.5,centimeters
18103,height,52.3,centimeters
18104,width,45.5,centimeters
18104,height,35.2,centimeters
18105,width,26.9,centimeters
18105,height,40.4,centimeters
18106,width,49.5,centimeters
18106,height,36.3,centimeters
18107,width,44.7,centimeters
18107,height,35.7,centimeters
18108,width,35.4,centimeters
18108,height,44.1,centimeters
18109,width,30.4,centimeters
18109,height,22.9,centimeters
18110,width,27.9,centimeters
18110,height,38.2,centimeters
18111,width,29.0,centimeters
18111,height,22.8,centimeters
18112,width,22.9,centimeters
18112,height,30.0,centimeters
18113,width,36.7,centimeters
18113,height,29.2,centimeters
18114,width,44.9,centimeters
18114,height,57.5,centimeters
18115,width,45.2,centimeters
18115,height,36.7,centimeters
18116,width,40.4,centimeters
18116,height,55.6,centimeters
18117,width,40.5,centimeters
18117,height,51.5,centimeters
18118,width,39.5,centimeters
18118,height,51.7,centimeters
18119,width,44.8,centimeters
18119,height,34.6,centimeters
18120,width,45.7,centimeters
18120,height,35.3,centimeters
18121,width,28.7,centimeters
18121,height,35.5,centimeters
18122,width,23.1,centimeters
18122,height,27.3,centimeters
18123,width,42.4,centimeters
18123,height,35.5,centimeters
18124,width,22.7,centimeters
18124,height,29.9,centimeters
18125,width,45.7,centimeters
18125,height,35.5,centimeters
18126,width,40.5,centimeters
18126,height,55.4,centimeters
18127,width,40.4,centimeters
18127,height,50.8,centimeters
18128,width,36.4,centimeters
18128,height,55.5,centimeters
18129,width,35.7,centimeters
18129,height,46.2,centimeters
18130,width,22.6,centimeters
18130,height,29.2,centimeters
18131,width,22.9,centimeters
18131,height,29.3,centimeters
18132,width,27.9,centimeters
18132,height,35.6,centimeters
18133,width,28.0,centimeters
18133,height,35.8,centimeters
18134,width,26.6,centimeters
18134,height,35.5,centimeters
18135,width,24.2,centimeters
18135,height,35.7,centimeters
18136,width,26.7,centimeters
18136,height,35.5,centimeters
18137,width,24.4,centimeters
18137,height,35.6,centimeters
18138,width,27.9,centimeters
18138,height,35.7,centimeters
18139,width,26.5,centimeters
18139,height,35.7,centimeters
18140,width,26.6,centimeters
18140,height,35.5,centimeters
18141,width,24.5,centimeters
18141,height,35.7,centimeters
18142,width,35.5,centimeters
18142,height,24.6,centimeters
18143,width,27.8,centimeters
18143,height,35.6,centimeters
18144,width,35.5,centimeters
18144,height,28.0,centimeters
18145,width,26.7,centimeters
18145,height,35.6,centimeters
18146,width,24.5,centimeters
18146,height,34.9,centimeters
18147,width,26.9,centimeters
18147,height,35.1,centimeters
18148,width,24.5,centimeters
18148,height,35.1,centimeters
18149,width,24.4,centimeters
18149,height,35.6,centimeters
18150,width,27.3,centimeters
18150,height,35.3,centimeters
18151,width,27.9,centimeters
18151,height,35.7,centimeters
18152,width,27.9,centimeters
18152,height,35.6,centimeters
18153,width,35.5,centimeters
18153,height,26.9,centimeters
18154,width,36.9,centimeters
18154,height,29.7,centimeters
18155,width,26.7,centimeters
18155,height,35.5,centimeters
18156,width,24.4,centimeters
18156,height,35.6,centimeters
18157,width,24.4,centimeters
18157,height,35.5,centimeters
18158,width,35.4,centimeters
18158,height,26.8,centimeters
18159,width,24.4,centimeters
18159,height,35.4,centimeters
18160,width,26.7,centimeters
18160,height,35.5,centimeters
18161,width,26.7,centimeters
18161,height,35.5,centimeters
18162,width,26.7,centimeters
18162,height,35.7,centimeters
18163,width,26.5,centimeters
18163,height,35.5,centimeters
18164,width,27.8,centimeters
18164,height,35.5,centimeters
18165,width,35.5,centimeters
18165,height,26.8,centimeters
18166,width,35.5,centimeters
18166,height,26.7,centimeters
18167,width,26.5,centimeters
18167,height,35.5,centimeters
18168,width,26.5,centimeters
18168,height,35.4,centimeters
18169,width,27.9,centimeters
18169,height,35.5,centimeters
18170,width,26.4,centimeters
18170,height,35.5,centimeters
18171,width,22.9,centimeters
18171,height,30.6,centimeters
18172,width,27.8,centimeters
18172,height,35.7,centimeters
18173,width,24.4,centimeters
18173,height,35.5,centimeters
18174,width,27.9,centimeters
18174,height,35.6,centimeters
18175,width,27.9,centimeters
18175,height,35.7,centimeters
18176,width,27.8,centimeters
18176,height,35.5,centimeters
18177,width,27.9,centimeters
18177,height,35.6,centimeters
18178,width,24.4,centimeters
18178,height,35.4,centimeters
18179,width,24.3,centimeters
18179,height,35.6,centimeters
18180,width,24.4,centimeters
18180,height,35.7,centimeters
18181,width,24.4,centimeters
18181,height,35.6,centimeters
18182,width,35.5,centimeters
18182,height,24.6,centimeters
18183,width,35.1,centimeters
18183,height,26.8,centimeters
18184,width,24.5,centimeters
18184,height,35.6,centimeters
18185,width,24.4,centimeters
18185,height,35.6,centimeters
18186,width,24.5,centimeters
18186,height,35.5,centimeters
18187,width,35.5,centimeters
18187,height,24.8,centimeters
18188,width,24.4,centimeters
18188,height,35.5,centimeters
18644,width,22.9,centimeters
18644,height,29.2,centimeters
18189,width,35.5,centimeters
18189,height,24.5,centimeters
18190,width,27.9,centimeters
18190,height,35.7,centimeters
18191,width,27.8,centimeters
18191,height,35.4,centimeters
18192,width,24.3,centimeters
18192,height,35.6,centimeters
18193,width,35.5,centimeters
18193,height,26.8,centimeters
18194,width,27.8,centimeters
18194,height,35.6,centimeters
18195,width,27.9,centimeters
18195,height,25.5,centimeters
18196,width,35.5,centimeters
18196,height,26.9,centimeters
18197,width,35.3,centimeters
18197,height,23.4,centimeters
18198,width,27.9,centimeters
18198,height,35.6,centimeters
18199,width,24.6,centimeters
18199,height,35.7,centimeters
18200,width,24.4,centimeters
18200,height,35.6,centimeters
18201,width,23.0,centimeters
18201,height,28.3,centimeters
18202,width,22.9,centimeters
18202,height,29.2,centimeters
18203,width,22.9,centimeters
18203,height,30.1,centimeters
18204,width,22.5,centimeters
18204,height,29.7,centimeters
18205,width,26.4,centimeters
18205,height,35.4,centimeters
18207,width,29.4,centimeters
18207,height,37.5,centimeters
18208,width,26.0,centimeters
18208,height,37.8,centimeters
18209,width,28.0,centimeters
18209,height,35.5,centimeters
18210,width,35.4,centimeters
18210,height,48.2,centimeters
18211,width,26.2,centimeters
18211,height,35.5,centimeters
18212,width,36.2,centimeters
18212,height,25.7,centimeters
18213,width,29.3,centimeters
18213,height,23.0,centimeters
18214,width,21.1,centimeters
18214,height,32.7,centimeters
18215,width,22.9,centimeters
18215,height,28.8,centimeters
18216,width,26.6,centimeters
18216,height,31.7,centimeters
18217,width,25.4,centimeters
18217,height,33.0,centimeters
18218,width,22.9,centimeters
18218,height,30.5,centimeters
18220,width,24.3,centimeters
18220,height,34.3,centimeters
18221,width,23.1,centimeters
18221,height,30.6,centimeters
18222,width,22.9,centimeters
18222,height,22.6,centimeters
18223,width,22.4,centimeters
18223,height,29.1,centimeters
18224,width,30.0,centimeters
18224,height,22.4,centimeters
18243,width,23.1,centimeters
18243,height,27.1,centimeters
18225,width,23.0,centimeters
18225,height,29.8,centimeters
18226,width,22.9,centimeters
18226,height,29.6,centimeters
18227,width,22.9,centimeters
18227,height,30.5,centimeters
18228,width,23.0,centimeters
18228,height,28.8,centimeters
18229,width,29.0,centimeters
18229,height,22.6,centimeters
18230,width,22.9,centimeters
18230,height,30.3,centimeters
18231,width,22.8,centimeters
18231,height,29.0,centimeters
18232,width,32.0,centimeters
18232,height,42.0,centimeters
18233,width,30.2,centimeters
18233,height,38.2,centimeters
18234,width,27.9,centimeters
18234,height,24.3,centimeters
18235,width,22.7,centimeters
18235,height,27.9,centimeters
18236,width,22.7,centimeters
18236,height,27.9,centimeters
18237,width,35.0,centimeters
18237,height,44.6,centimeters
18238,width,36.6,centimeters
18238,height,46.8,centimeters
18239,width,27.8,centimeters
18239,height,35.2,centimeters
18240,width,22.9,centimeters
18240,height,29.0,centimeters
18241,width,23.0,centimeters
18241,height,29.0,centimeters
18242,width,22.8,centimeters
18242,height,28.9,centimeters
