objectID,constituentID,displayOrder,roleType,role
65333,870,1,artist,artist
65334,870,1,artist,artist
65335,870,1,artist,artist
65336,870,1,artist,artist
65337,870,1,artist,artist
65338,870,1,artist,artist
65339,870,1,artist,artist
65340,870,1,artist,artist
65341,870,1,artist,artist
65342,870,1,artist,artist
65343,870,1,artist,artist
65344,870,1,artist,artist
65345,870,1,artist,artist
65346,870,1,artist,artist
65348,870,1,artist,artist
65349,870,1,artist,artist
65350,870,1,artist,artist
65351,870,1,artist,artist
65352,870,1,artist,artist
65353,870,1,artist,artist
65354,870,1,artist,artist
67655,1839,1,artist,artist
65355,870,1,artist,artist
65356,870,1,artist,artist
65357,870,1,artist,artist
65358,870,1,artist,artist
65359,870,1,artist,artist
65360,870,1,artist,artist
65361,870,1,artist,artist
65362,870,1,artist,artist
65364,870,1,artist,artist
65365,870,1,artist,artist
65366,870,1,artist,artist
65367,870,1,artist,artist
65368,870,1,artist,artist
65369,870,1,artist,artist
65370,870,1,artist,artist
65371,870,1,artist,artist
65372,870,1,artist,artist
65373,870,1,artist,artist
65374,870,1,artist,artist
65375,870,1,artist,artist
65376,870,1,artist,artist
65377,870,1,artist,artist
65378,870,1,artist,artist
65379,870,1,artist,artist
65380,870,1,artist,artist
65381,870,1,artist,artist
65382,870,1,artist,artist
65383,870,1,artist,artist
65384,870,1,artist,artist
65385,870,1,artist,artist
65386,870,1,artist,artist
65387,870,1,artist,artist
65388,870,1,artist,artist
65389,870,1,artist,artist
65390,870,1,artist,artist
65391,870,1,artist,artist
65392,870,1,artist,artist
65393,870,1,artist,artist
65394,870,1,artist,artist
65395,870,1,artist,artist
65396,870,1,artist,artist
65397,870,1,artist,artist
65398,870,1,artist,artist
65400,870,1,artist,artist
65401,870,1,artist,artist
65402,870,1,artist,artist
65403,870,1,artist,artist
65404,870,1,artist,artist
65405,870,1,artist,artist
65406,870,1,artist,artist
65407,870,1,artist,artist
65408,870,1,artist,artist
65409,870,1,artist,artist
65410,870,1,artist,artist
65411,870,1,artist,artist
65412,870,1,artist,artist
65413,870,1,artist,artist
65414,870,1,artist,artist
65415,870,1,artist,artist
65416,870,1,artist,artist
65417,870,1,artist,artist
65418,870,1,artist,artist
65419,870,1,artist,artist
65420,870,1,artist,artist
65421,870,1,artist,artist
65422,870,1,artist,artist
65423,870,1,artist,artist
65424,870,1,artist,artist
65425,870,1,artist,artist
65426,870,1,artist,artist
65427,870,1,artist,artist
65428,870,1,artist,artist
65429,870,1,artist,artist
65431,870,1,artist,artist
65432,870,1,artist,artist
65433,870,1,artist,artist
65434,870,1,artist,artist
65435,870,1,artist,artist
65436,870,1,artist,artist
65437,870,1,artist,artist
65438,870,1,artist,artist
65439,870,1,artist,artist
65440,870,1,artist,artist
65441,870,1,artist,artist
65442,870,1,artist,artist
65443,870,1,artist,artist
65444,870,1,artist,artist
65445,870,1,artist,artist
65446,870,1,artist,artist
65447,870,1,artist,artist
65448,870,1,artist,artist
65449,870,1,artist,artist
65450,870,1,artist,artist
65451,870,1,artist,artist
65452,870,1,artist,artist
65453,870,1,artist,artist
65454,870,1,artist,artist
65455,870,1,artist,artist
65456,870,1,artist,artist
65457,870,1,artist,artist
65458,870,1,artist,artist
65459,870,1,artist,artist
65460,870,1,artist,artist
65461,870,1,artist,artist
65462,870,1,artist,artist
65463,870,1,artist,artist
65464,870,1,artist,artist
65465,870,1,artist,artist
65466,870,1,artist,artist
65467,870,1,artist,artist
65468,870,1,artist,artist
65469,870,1,artist,artist
65470,870,1,artist,artist
65471,870,1,artist,artist
65472,870,1,artist,artist
65473,870,1,artist,artist
65474,870,1,artist,artist
65475,870,1,artist,artist
65476,870,1,artist,artist
65477,870,1,artist,artist
65478,870,1,artist,artist
65479,870,1,artist,artist
65480,870,1,artist,artist
65481,870,1,artist,artist
65482,870,1,artist,artist
65483,870,1,artist,artist
65484,870,1,artist,artist
65485,870,1,artist,artist
65486,870,1,artist,artist
65487,870,1,artist,artist
65488,870,1,artist,artist
65489,870,1,artist,artist
65490,870,1,artist,artist
65491,870,1,artist,artist
65492,870,1,artist,artist
65493,870,1,artist,artist
65494,870,1,artist,artist
65495,870,1,artist,artist
65496,870,1,artist,artist
65497,870,1,artist,artist
65498,870,1,artist,artist
65499,870,1,artist,artist
65500,870,1,artist,artist
65501,870,1,artist,artist
65502,870,1,artist,artist
65503,870,1,artist,artist
65504,870,1,artist,artist
65505,870,1,artist,artist
65506,870,1,artist,artist
65507,870,1,artist,artist
65508,870,1,artist,artist
65509,870,1,artist,artist
65510,870,1,artist,artist
65511,870,1,artist,artist
65512,870,1,artist,artist
65514,870,1,artist,artist
65515,870,1,artist,artist
65516,870,1,artist,artist
65517,870,1,artist,artist
65518,870,1,artist,artist
65519,870,1,artist,artist
65520,870,1,artist,artist
65521,870,1,artist,artist
65522,870,1,artist,artist
65523,870,1,artist,artist
65524,870,1,artist,artist
65525,870,1,artist,artist
65526,870,1,artist,artist
65527,870,1,artist,artist
65528,870,1,artist,artist
65529,870,1,artist,artist
65530,870,1,artist,artist
65531,870,1,artist,artist
65532,870,1,artist,artist
65533,870,1,artist,artist
65534,870,1,artist,artist
65535,870,1,artist,artist
65536,870,1,artist,artist
65537,870,1,artist,artist
65538,870,1,artist,artist
65539,870,1,artist,artist
65540,870,1,artist,artist
65541,870,1,artist,artist
65542,870,1,artist,artist
65543,870,1,artist,artist
65544,870,1,artist,artist
65545,870,1,artist,artist
65631,5857,1,artist,artist
66841,6515,1,artist,artist
66841,6779,2,artist,publisher
67656,1839,1,artist,artist
65679,2492,1,artist,artist
65680,2492,1,artist,artist
65681,2492,1,artist,artist
65682,2492,1,artist,artist
65683,2492,1,artist,artist
65684,2492,1,artist,artist
65685,1985,1,artist,artist
65686,1738,1,artist,artist
65759,5883,1,artist,artist
65846,870,1,artist,artist
65865,870,1,artist,artist
65864,870,1,artist,artist
65833,870,1,artist,artist
65834,870,1,artist,artist
65835,870,1,artist,artist
65836,870,1,artist,artist
65837,870,1,artist,artist
65838,870,1,artist,artist
65839,870,1,artist,artist
65840,870,1,artist,artist
65841,870,1,artist,artist
65842,870,1,artist,artist
65843,870,1,artist,artist
65844,870,1,artist,artist
65845,870,1,artist,artist
65847,870,1,artist,artist
65848,870,1,artist,artist
65849,870,1,artist,artist
65850,870,1,artist,artist
65851,870,1,artist,artist
65852,870,1,artist,artist
65853,870,1,artist,artist
65854,870,1,artist,artist
65855,870,1,artist,artist
65856,870,1,artist,artist
65857,870,1,artist,artist
65858,870,1,artist,artist
65859,870,1,artist,artist
65860,870,1,artist,artist
65861,870,1,artist,artist
65863,870,1,artist,artist
65866,870,1,artist,artist
65867,870,1,artist,artist
65868,870,1,artist,artist
65869,870,1,artist,artist
65870,870,1,artist,artist
65871,870,1,artist,artist
65872,870,1,artist,artist
65873,870,1,artist,artist
65874,870,1,artist,artist
65875,870,1,artist,artist
65876,870,1,artist,artist
65877,870,1,artist,artist
65878,870,1,artist,artist
65879,870,1,artist,artist
65880,870,1,artist,artist
66201,6024,1,artist,artist
66201,6779,2,artist,publisher
67657,1839,1,artist,artist
66197,6024,1,artist,artist
66197,6779,2,artist,publisher
66198,6024,1,artist,artist
66198,6779,2,artist,publisher
66199,6024,1,artist,artist
66199,6779,2,artist,publisher
67658,1839,1,artist,artist
66200,6024,1,artist,artist
66200,6779,2,artist,publisher
66193,6023,1,artist,artist
66193,6779,2,artist,publisher
66194,6023,1,artist,artist
66194,6779,2,artist,publisher
66195,6024,1,artist,artist
66195,6779,2,artist,publisher
66196,6024,1,artist,artist
66196,6779,2,artist,publisher
66202,6024,1,artist,artist
66202,6779,2,artist,publisher
66203,6024,1,artist,artist
66203,6779,2,artist,publisher
66204,6024,1,artist,artist
66204,6779,2,artist,publisher
66227,5457,1,artist,artist
66227,6779,2,artist,publisher
66229,6025,1,artist,artist
66229,6779,2,artist,publisher
66230,6025,1,artist,artist
66230,6779,2,artist,publisher
66842,6515,1,artist,artist
66842,6779,2,artist,publisher
66471,1002,1,artist,artist
66395,1793,1,artist,artist
66396,1793,1,artist,artist
66397,1793,1,artist,artist
66504,1506,1,artist,artist
66505,1706,1,artist,artist
66491,1315,1,artist,artist
66506,1783,1,artist,artist
66507,1783,1,artist,artist
66516,2739,1,artist,artist
66843,6515,1,artist,artist
66843,6779,2,artist,publisher
66609,2492,1,artist,artist
66610,2492,1,artist,artist
66611,2492,1,artist,artist
66612,2492,1,artist,artist
66613,2492,1,artist,artist
66676,1793,1,artist,artist
66677,1793,1,artist,artist
66839,6515,1,artist,artist
66839,6779,2,artist,publisher
66767,3235,1,artist,artist
66768,3235,1,artist,artist
66769,3235,1,artist,artist
66840,6515,1,artist,artist
66840,6779,2,artist,publisher
67012,2474,1,artist,artist
67012,6779,2,artist,publisher
67013,2474,1,artist,artist
67013,6779,2,artist,publisher
67629,1839,1,artist,artist
67548,1839,1,artist,artist
67651,1839,1,artist,artist
67617,1839,1,artist,artist
67652,1839,1,artist,artist
67558,1839,1,artist,artist
67653,1839,1,artist,artist
67587,1839,1,artist,artist
67536,1839,1,artist,artist
67545,1839,1,artist,artist
67533,1839,1,artist,artist
67534,1839,1,artist,artist
67546,1839,1,artist,artist
67537,1839,1,artist,artist
67547,1839,1,artist,artist
67535,1839,1,artist,artist
67538,1839,1,artist,artist
67532,1839,1,artist,artist
67539,1839,1,artist,artist
67540,1839,1,artist,artist
67541,1839,1,artist,artist
67542,1839,1,artist,artist
67543,1839,1,artist,artist
67544,1839,1,artist,artist
67549,1839,1,artist,artist
67550,1839,1,artist,artist
67551,1839,1,artist,artist
67552,1839,1,artist,artist
67553,1839,1,artist,artist
67554,1839,1,artist,artist
67555,1839,1,artist,artist
67556,1839,1,artist,artist
67557,1839,1,artist,artist
67559,1839,1,artist,artist
67560,1839,1,artist,artist
67561,1839,1,artist,artist
67562,1839,1,artist,artist
67563,1839,1,artist,artist
67564,1839,1,artist,artist
67565,1839,1,artist,artist
67566,1839,1,artist,artist
67567,1839,1,artist,artist
67568,1839,1,artist,artist
67569,1839,1,artist,artist
67570,1839,1,artist,artist
67571,1839,1,artist,artist
67572,1839,1,artist,artist
67573,1839,1,artist,artist
67574,1839,1,artist,artist
67575,1839,1,artist,artist
67576,1839,1,artist,artist
67577,1839,1,artist,artist
67578,1839,1,artist,artist
67579,1839,1,artist,artist
67580,1839,1,artist,artist
67581,1839,1,artist,artist
67582,1839,1,artist,artist
67583,1839,1,artist,artist
67584,1839,1,artist,artist
67585,1839,1,artist,artist
67586,1839,1,artist,artist
67654,1839,1,artist,artist
67588,1839,1,artist,artist
67589,1839,1,artist,artist
67590,1839,1,artist,artist
67591,1839,1,artist,artist
67592,1839,1,artist,artist
67593,1839,1,artist,artist
67594,1839,1,artist,artist
67595,1839,1,artist,artist
67596,1839,1,artist,artist
67597,1839,1,artist,artist
67598,1839,1,artist,artist
67599,1839,1,artist,artist
67600,1839,1,artist,artist
67601,1839,1,artist,artist
67602,1839,1,artist,artist
67603,1839,1,artist,artist
67604,1839,1,artist,artist
67605,1839,1,artist,artist
67606,1839,1,artist,artist
67607,1839,1,artist,artist
67608,1839,1,artist,artist
67609,1839,1,artist,artist
67610,1839,1,artist,artist
67611,1839,1,artist,artist
67612,1839,1,artist,artist
67613,1839,1,artist,artist
67614,1839,1,artist,artist
67615,1839,1,artist,artist
67616,1839,1,artist,artist
67618,1839,1,artist,artist
67619,1839,1,artist,artist
67620,1839,1,artist,artist
67621,1839,1,artist,artist
67622,1839,1,artist,artist
67623,1839,1,artist,artist
67624,1839,1,artist,artist
67625,1839,1,artist,artist
67626,1839,1,artist,artist
67627,1839,1,artist,artist
67628,1839,1,artist,artist
67630,1839,1,artist,artist
67631,1839,1,artist,artist
67632,1839,1,artist,artist
67633,1839,1,artist,artist
67634,1839,1,artist,artist
67635,1839,1,artist,artist
67636,1839,1,artist,artist
67637,1839,1,artist,artist
67638,1839,1,artist,artist
67639,1839,1,artist,artist
67640,1839,1,artist,artist
67641,1839,1,artist,artist
67642,1839,1,artist,artist
67643,1839,1,artist,artist
67644,1839,1,artist,artist
67645,1839,1,artist,artist
67646,1839,1,artist,artist
67647,1839,1,artist,artist
67648,1839,1,artist,artist
67649,1839,1,artist,artist
67650,1839,1,artist,artist
67659,1839,1,artist,artist
67660,1839,1,artist,artist
67661,1839,1,artist,artist
67662,1839,1,artist,artist
67663,1839,1,artist,artist
67664,1839,1,artist,artist
67665,1839,1,artist,artist
67666,1839,1,artist,artist
67667,1839,1,artist,artist
67668,1839,1,artist,artist
67669,1839,1,artist,artist
67986,2643,1,artist,artist
67935,2643,1,artist,artist
67929,2643,1,artist,artist
67930,2643,1,artist,artist
67931,2643,1,artist,artist
67932,2643,1,artist,artist
67933,2643,1,artist,artist
67934,2643,1,artist,artist
67936,2643,1,artist,artist
67937,2643,1,artist,artist
67938,2643,1,artist,artist
67939,2643,1,artist,artist
67940,2643,1,artist,artist
67941,2643,1,artist,artist
67987,2643,1,artist,artist
67942,2643,1,artist,artist
67943,2643,1,artist,artist
67944,2643,1,artist,artist
67945,2643,1,artist,artist
67946,2643,1,artist,artist
67947,2643,1,artist,artist
67948,2643,1,artist,artist
67949,2643,1,artist,artist
67950,2643,1,artist,artist
67951,2643,1,artist,artist
67952,2643,1,artist,artist
67953,2643,1,artist,artist
67954,2643,1,artist,artist
67955,2643,1,artist,artist
67956,2643,1,artist,artist
67957,2643,1,artist,artist
67958,2643,1,artist,artist
67959,2643,1,artist,artist
67960,2643,1,artist,artist
67961,2643,1,artist,artist
67962,2643,1,artist,artist
67963,2643,1,artist,artist
67964,2643,1,artist,artist
67965,2643,1,artist,artist
67966,2643,1,artist,artist
68040,2643,1,artist,artist
67967,2643,1,artist,artist
67968,2643,1,artist,artist
67969,2643,1,artist,artist
67970,2643,1,artist,artist
67988,2643,1,artist,artist
67971,2643,1,artist,artist
67972,2643,1,artist,artist
67973,2643,1,artist,artist
67974,2643,1,artist,artist
67975,2643,1,artist,artist
67976,2643,1,artist,artist
67977,2643,1,artist,artist
67978,2643,1,artist,artist
67979,2643,1,artist,artist
67980,2643,1,artist,artist
67981,2643,1,artist,artist
67982,2643,1,artist,artist
67983,2643,1,artist,artist
67984,2643,1,artist,artist
67985,2643,1,artist,artist
67989,2643,1,artist,artist
67990,2643,1,artist,artist
67991,2643,1,artist,artist
67992,2643,1,artist,artist
67993,2643,1,artist,artist
67994,2643,1,artist,artist
67995,2643,1,artist,artist
67996,2643,1,artist,artist
67997,2643,1,artist,artist
67998,2643,1,artist,artist
67999,2643,1,artist,artist
68000,2643,1,artist,artist
68001,2643,1,artist,artist
68002,2643,1,artist,artist
68003,2643,1,artist,artist
68004,2643,1,artist,artist
68005,2643,1,artist,artist
68006,2643,1,artist,artist
68007,2643,1,artist,artist
68049,2643,1,artist,artist
68008,2643,1,artist,artist
68009,2643,1,artist,artist
68010,2643,1,artist,artist
68011,2643,1,artist,artist
68012,2643,1,artist,artist
68013,2643,1,artist,artist
68014,2643,1,artist,artist
68015,2643,1,artist,artist
68016,2643,1,artist,artist
68017,2643,1,artist,artist
68018,2643,1,artist,artist
68019,2643,1,artist,artist
68020,2643,1,artist,artist
68021,2643,1,artist,artist
68022,2643,1,artist,artist
68023,2643,1,artist,artist
68024,2643,1,artist,artist
68025,2643,1,artist,artist
68026,2643,1,artist,artist
68027,2643,1,artist,artist
68028,2643,1,artist,artist
68029,2643,1,artist,artist
68030,2643,1,artist,artist
68031,2643,1,artist,artist
68032,2643,1,artist,artist
68033,2643,1,artist,artist
68034,2643,1,artist,artist
68035,2643,1,artist,artist
68036,2643,1,artist,artist
68037,2643,1,artist,artist
68038,2643,1,artist,artist
68039,2643,1,artist,artist
68043,2643,1,artist,artist
68044,2643,1,artist,artist
68045,2643,1,artist,artist
68046,2643,1,artist,artist
68047,2643,1,artist,artist
68048,2643,1,artist,artist
68050,2643,1,artist,artist
68051,2643,1,artist,artist
68052,2643,1,artist,artist
68053,2643,1,artist,artist
68054,2643,1,artist,artist
68055,2643,1,artist,artist
68056,2643,1,artist,artist
68077,2643,1,artist,artist
68153,2643,1,artist,artist
68174,2643,1,artist,artist
68155,2643,1,artist,artist
68165,2643,1,artist,artist
68166,2643,1,artist,artist
68182,2643,1,artist,artist
68195,2643,1,artist,artist
68241,2643,1,artist,artist
68271,2643,1,artist,artist
68276,2643,1,artist,artist
68821,1839,1,artist,artist
68556,2969,1,artist,artist
68557,2969,1,artist,artist
68558,2969,1,artist,artist
68559,2969,1,artist,artist
68560,1839,1,artist,artist
68561,1839,1,artist,artist
68776,1839,1,artist,artist
68562,1839,1,artist,artist
68601,1839,1,artist,artist
68563,1839,1,artist,artist
68564,1839,1,artist,artist
68565,1839,1,artist,artist
68566,1839,1,artist,artist
68567,1839,1,artist,artist
68568,1839,1,artist,artist
68569,1839,1,artist,artist
68570,1839,1,artist,artist
68571,1839,1,artist,artist
68572,1839,1,artist,artist
68573,1839,1,artist,artist
68574,1839,1,artist,artist
68575,1839,1,artist,artist
68576,1839,1,artist,artist
68577,1839,1,artist,artist
68578,1839,1,artist,artist
68579,1839,1,artist,artist
68580,1839,1,artist,artist
68581,1839,1,artist,artist
68602,1839,1,artist,artist
68582,1839,1,artist,artist
68583,1839,1,artist,artist
68584,1839,1,artist,artist
68585,1839,1,artist,artist
68586,1839,1,artist,artist
68587,1839,1,artist,artist
68588,1839,1,artist,artist
68589,1839,1,artist,artist
68590,1839,1,artist,artist
68591,1839,1,artist,artist
68592,1839,1,artist,artist
68593,1839,1,artist,artist
68594,1839,1,artist,artist
68595,1839,1,artist,artist
68596,1839,1,artist,artist
68597,1839,1,artist,artist
68598,1839,1,artist,artist
68599,1839,1,artist,artist
68600,1839,1,artist,artist
68728,1839,1,artist,artist
68603,1839,1,artist,artist
68604,1839,1,artist,artist
68605,1839,1,artist,artist
68606,1839,1,artist,artist
68607,1839,1,artist,artist
68608,1839,1,artist,artist
68609,1839,1,artist,artist
68610,1839,1,artist,artist
68611,1839,1,artist,artist
68612,1839,1,artist,artist
68613,1839,1,artist,artist
68614,1839,1,artist,artist
68615,1839,1,artist,artist
68616,1839,1,artist,artist
68617,1839,1,artist,artist
68618,1839,1,artist,artist
68619,1839,1,artist,artist
68620,1839,1,artist,artist
68621,1839,1,artist,artist
68622,1839,1,artist,artist
68623,1839,1,artist,artist
68624,1839,1,artist,artist
68625,1839,1,artist,artist
68626,1839,1,artist,artist
68627,1839,1,artist,artist
68628,1839,1,artist,artist
68629,1839,1,artist,artist
68630,1839,1,artist,artist
68631,1839,1,artist,artist
68632,1839,1,artist,artist
68633,1839,1,artist,artist
68634,1839,1,artist,artist
68635,1839,1,artist,artist
68636,1839,1,artist,artist
68637,1839,1,artist,artist
68638,1839,1,artist,artist
68639,1839,1,artist,artist
68640,1839,1,artist,artist
68641,1839,1,artist,artist
68642,1839,1,artist,artist
68643,1839,1,artist,artist
68644,1839,1,artist,artist
68645,1839,1,artist,artist
68646,1839,1,artist,artist
68647,1839,1,artist,artist
68648,1839,1,artist,artist
68649,1839,1,artist,artist
68650,1839,1,artist,artist
68651,1839,1,artist,artist
68652,1839,1,artist,artist
68653,1839,1,artist,artist
68654,1839,1,artist,artist
68655,1839,1,artist,artist
68656,1839,1,artist,artist
68657,1839,1,artist,artist
68658,1839,1,artist,artist
68659,1839,1,artist,artist
68660,1839,1,artist,artist
68661,1839,1,artist,artist
68662,1839,1,artist,artist
68663,1839,1,artist,artist
68664,1839,1,artist,artist
68665,1839,1,artist,artist
68729,1839,1,artist,artist
68666,1839,1,artist,artist
68667,1839,1,artist,artist
68668,1839,1,artist,artist
68669,1839,1,artist,artist
68670,1839,1,artist,artist
68671,1839,1,artist,artist
68672,1839,1,artist,artist
68673,1839,1,artist,artist
68674,1839,1,artist,artist
68675,1839,1,artist,artist
68676,1839,1,artist,artist
68677,1839,1,artist,artist
68678,1839,1,artist,artist
68679,1839,1,artist,artist
68680,1839,1,artist,artist
68681,1839,1,artist,artist
68682,1839,1,artist,artist
68683,1839,1,artist,artist
68684,1839,1,artist,artist
68685,1839,1,artist,artist
68686,1839,1,artist,artist
68687,1839,1,artist,artist
68777,1839,1,artist,artist
68688,1839,1,artist,artist
68689,1839,1,artist,artist
68690,1839,1,artist,artist
68691,1839,1,artist,artist
68692,1839,1,artist,artist
68693,1839,1,artist,artist
68694,1839,1,artist,artist
68695,1839,1,artist,artist
68696,1839,1,artist,artist
68697,1839,1,artist,artist
68698,1839,1,artist,artist
68699,1839,1,artist,artist
68700,1839,1,artist,artist
68701,1839,1,artist,artist
68702,1839,1,artist,artist
68703,1839,1,artist,artist
68704,1839,1,artist,artist
68705,1839,1,artist,artist
68706,1839,1,artist,artist
68707,1839,1,artist,artist
68708,1839,1,artist,artist
68709,1839,1,artist,artist
68710,1839,1,artist,artist
68711,1839,1,artist,artist
68712,1839,1,artist,artist
68713,1839,1,artist,artist
68714,1839,1,artist,artist
68715,1839,1,artist,artist
68716,1839,1,artist,artist
68717,1839,1,artist,artist
68718,1839,1,artist,artist
68719,1839,1,artist,artist
68720,1839,1,artist,artist
68721,1839,1,artist,artist
68722,1839,1,artist,artist
68723,1839,1,artist,artist
68724,1839,1,artist,artist
68725,1839,1,artist,artist
68726,1839,1,artist,artist
68727,1839,1,artist,artist
68730,1839,1,artist,artist
68731,1839,1,artist,artist
68732,1839,1,artist,artist
68733,1839,1,artist,artist
68734,1839,1,artist,artist
68735,1839,1,artist,artist
68736,1839,1,artist,artist
68737,1839,1,artist,artist
68738,1839,1,artist,artist
68739,1839,1,artist,artist
68740,1839,1,artist,artist
68741,1839,1,artist,artist
68742,1839,1,artist,artist
68743,1839,1,artist,artist
68744,1839,1,artist,artist
68745,1839,1,artist,artist
68746,1839,1,artist,artist
68747,1839,1,artist,artist
68748,1839,1,artist,artist
68749,1839,1,artist,artist
68750,1839,1,artist,artist
69119,1839,1,artist,artist
68751,1839,1,artist,artist
68752,1839,1,artist,artist
68753,1839,1,artist,artist
68754,1839,1,artist,artist
68755,1839,1,artist,artist
68756,1839,1,artist,artist
68757,1839,1,artist,artist
68758,1839,1,artist,artist
68759,1839,1,artist,artist
68760,1839,1,artist,artist
68761,1839,1,artist,artist
68762,1839,1,artist,artist
68763,1839,1,artist,artist
68764,1839,1,artist,artist
68765,1839,1,artist,artist
68766,1839,1,artist,artist
68767,1839,1,artist,artist
68768,1839,1,artist,artist
68769,1839,1,artist,artist
68770,1839,1,artist,artist
68771,1839,1,artist,artist
68772,1839,1,artist,artist
68773,1839,1,artist,artist
68774,1839,1,artist,artist
68775,1839,1,artist,artist
68778,1839,1,artist,artist
68779,1839,1,artist,artist
68780,1839,1,artist,artist
68781,1839,1,artist,artist
68782,1839,1,artist,artist
68783,1839,1,artist,artist
68784,1839,1,artist,artist
68785,1839,1,artist,artist
68786,1839,1,artist,artist
68787,1839,1,artist,artist
68788,1839,1,artist,artist
68789,1839,1,artist,artist
68790,1839,1,artist,artist
68791,1839,1,artist,artist
68792,1839,1,artist,artist
68793,1839,1,artist,artist
68794,1839,1,artist,artist
68795,1839,1,artist,artist
68796,1839,1,artist,artist
68797,1839,1,artist,artist
68798,1839,1,artist,artist
68799,1839,1,artist,artist
68800,1839,1,artist,artist
68801,1839,1,artist,artist
68802,1839,1,artist,artist
68803,1839,1,artist,artist
68804,1839,1,artist,artist
68805,1839,1,artist,artist
68806,1839,1,artist,artist
68807,1839,1,artist,artist
68808,1839,1,artist,artist
68809,1839,1,artist,artist
68810,1839,1,artist,artist
68811,1839,1,artist,artist
68812,1839,1,artist,artist
68813,1839,1,artist,artist
68814,1839,1,artist,artist
68815,1839,1,artist,artist
68816,1839,1,artist,artist
68817,1839,1,artist,artist
68818,1839,1,artist,artist
68819,1839,1,artist,artist
68820,1839,1,artist,artist
68822,1839,1,artist,artist
68823,1839,1,artist,artist
68824,1839,1,artist,artist
68825,1839,1,artist,artist
68826,1839,1,artist,artist
68827,1839,1,artist,artist
68828,1839,1,artist,artist
68829,1839,1,artist,artist
68830,1839,1,artist,artist
68831,1839,1,artist,artist
68832,1839,1,artist,artist
68833,1839,1,artist,artist
68834,1839,1,artist,artist
68835,1839,1,artist,artist
68836,1839,1,artist,artist
68837,1839,1,artist,artist
68838,1839,1,artist,artist
68839,1839,1,artist,artist
68840,1839,1,artist,artist
68841,1839,1,artist,artist
68842,1839,1,artist,artist
68843,1839,1,artist,artist
68844,1839,1,artist,artist
68845,1839,1,artist,artist
68846,1839,1,artist,artist
68847,1839,1,artist,artist
68848,1839,1,artist,artist
68849,1839,1,artist,artist
68850,1839,1,artist,artist
68851,1839,1,artist,artist
68852,1839,1,artist,artist
68853,1839,1,artist,artist
68854,1839,1,artist,artist
68855,1839,1,artist,artist
68856,1839,1,artist,artist
68857,1839,1,artist,artist
68858,1839,1,artist,artist
68859,1839,1,artist,artist
68860,1839,1,artist,artist
68861,1839,1,artist,artist
68862,1839,1,artist,artist
68863,1839,1,artist,artist
68864,1839,1,artist,artist
68865,1839,1,artist,artist
68866,1839,1,artist,artist
68867,1839,1,artist,artist
68868,1839,1,artist,artist
68869,1839,1,artist,artist
68870,1839,1,artist,artist
68871,1839,1,artist,artist
68872,1839,1,artist,artist
68873,1839,1,artist,artist
68874,1839,1,artist,artist
68875,1839,1,artist,artist
68876,1839,1,artist,artist
68877,1839,1,artist,artist
68878,1839,1,artist,artist
68879,1839,1,artist,artist
68880,1839,1,artist,artist
68881,1839,1,artist,artist
68882,1839,1,artist,artist
68883,1839,1,artist,artist
68884,1839,1,artist,artist
68885,1839,1,artist,artist
68886,1839,1,artist,artist
68887,1839,1,artist,artist
68888,1839,1,artist,artist
68889,1839,1,artist,artist
68890,1839,1,artist,artist
68891,1839,1,artist,artist
68892,1839,1,artist,artist
68893,1839,1,artist,artist
68894,1839,1,artist,artist
68895,1839,1,artist,artist
68896,1839,1,artist,artist
68897,1839,1,artist,artist
68898,1839,1,artist,artist
68899,1839,1,artist,artist
68900,1839,1,artist,artist
68901,1839,1,artist,artist
68902,1839,1,artist,artist
68903,1839,1,artist,artist
68904,1839,1,artist,artist
68905,1839,1,artist,artist
68906,1839,1,artist,artist
68907,1839,1,artist,artist
68908,1839,1,artist,artist
68909,1839,1,artist,artist
68910,1839,1,artist,artist
68911,1839,1,artist,artist
68912,1839,1,artist,artist
68913,1839,1,artist,artist
68914,1839,1,artist,artist
68915,1839,1,artist,artist
68916,1839,1,artist,artist
68917,1839,1,artist,artist
68918,1839,1,artist,artist
68919,1839,1,artist,artist
68920,1839,1,artist,artist
68921,1839,1,artist,artist
68922,1839,1,artist,artist
68923,1839,1,artist,artist
68924,1839,1,artist,artist
68925,1839,1,artist,artist
68926,1839,1,artist,artist
68947,1839,1,artist,artist
68927,1839,1,artist,artist
68928,1839,1,artist,artist
68929,1839,1,artist,artist
68930,1839,1,artist,artist
68931,1839,1,artist,artist
68932,1839,1,artist,artist
68933,1839,1,artist,artist
68934,1839,1,artist,artist
68935,1839,1,artist,artist
68936,1839,1,artist,artist
68937,1839,1,artist,artist
68938,1839,1,artist,artist
68939,1839,1,artist,artist
68940,1839,1,artist,artist
68941,1839,1,artist,artist
68942,1839,1,artist,artist
68943,1839,1,artist,artist
68944,1839,1,artist,artist
68945,1839,1,artist,artist
68946,1839,1,artist,artist
68948,1839,1,artist,artist
68949,1839,1,artist,artist
68950,1839,1,artist,artist
68951,1839,1,artist,artist
68952,1839,1,artist,artist
68953,1839,1,artist,artist
68954,1839,1,artist,artist
68955,1839,1,artist,artist
68956,1839,1,artist,artist
68957,1839,1,artist,artist
68958,1839,1,artist,artist
68959,1839,1,artist,artist
68960,1839,1,artist,artist
68961,1839,1,artist,artist
68962,1839,1,artist,artist
68963,1839,1,artist,artist
68964,1839,1,artist,artist
68965,1839,1,artist,artist
