objectID,title,displayDate,beginYear,endYear,timeSpan,medium,dimensions,attributionInverted,attribution,classification,parentID,portfolio,series,volume
32572,American Flamingo,1838,1838,1838,1826 to 1850,hand-colored engraving and aquatint on Whatman wove paper,"image: 87.63 × 58.58 cm (34 1/2 × 23 1/16 in.)
plate: 97 x 65 cm (38 3/16 x 25 9/16 in.)
sheet: 101.3 x 68.3 cm (39 7/8 x 26 7/8 in.)","Havell, Robert after John James Audubon",Robert Havell after John James Audubon,print,,The Birds of America: Plate CCCCXXXI,The Birds of America: Plate CCCCXXXI,
